	dt	approach	database_code
580	2004-12-20	min_rev_dt	fawikisource
581	2004-12-22	min_rev_dt	bswikiquote
582	2004-12-26	min_ar_rev_dt	ptwikinews
583	2004-12-28	least_rev	krwikiquote
584	2004-12-29	min_rev_dt	euwikiquote
585	2004-12-30	min_rev_dt	azwikiquote
586	2004-12-31	min_rev_dt	lmowiki
587	2005-01-01	min_rev_dt	tkwikibooks
588	2005-01-01	min_rev_dt	tkwikiquote
589	2005-01-01	least_rev	akwikibooks
590	2005-01-11	least_rev	angwikibooks
591	2005-01-11	min_rev_dt	wawikibooks
592	2005-01-11	min_ar_rev_dt	miwikibooks
593	2005-01-11	min_ar_rev_dt	crwikiquote
594	2005-01-15	least_rev	piwiktionary
595	2005-01-15	min_rev_dt	ndswikiquote
596	2005-01-16	min_rev_dt	kawikiquote
597	2005-01-20	min_rev_dt	cowikiquote
598	2005-01-20	min_rev_dt	jbowiktionary
599	2005-01-24	min_rev_dt	zawikibooks
600	2005-01-25	min_rev_dt	furwiki
601	2005-01-28	min_ar_rev_dt	nlwikinews
602	2005-01-29	min_ar_rev_dt	svwikinews
603	2005-01-29	min_rev_dt	eswikinews
604	2005-01-30	min_rev_dt	zh_min_nanwikibooks
605	2005-02-06	least_rev	bgwikinews
606	2005-02-07	least_rev	zh_min_nanwikiquote
607	2005-02-07	min_ar_rev_dt	ukwikisource
608	2005-02-10	min_rev_dt	tewikisource
609	2005-02-11	min_ar_rev_dt	cywikiquote
610	2005-02-12	least_rev	uzwikiquote
611	2005-02-12	least_rev	kkwikibooks
612	2005-02-12	min_rev_dt	kkwikiquote
613	2005-02-12	min_rev_dt	kywikiquote
614	2005-02-12	least_rev	ugwikibooks
615	2005-02-13	least_rev	quwikiquote
616	2005-02-16	least_rev	mhwiktionary
617	2005-02-17	min_rev_dt	cvwikibooks
618	2005-02-18	min_rev_dt	bmwikiquote
619	2005-02-18	min_rev_dt	bmwikibooks
620	2005-02-18	min_rev_dt	bmwiktionary
621	2005-02-19	min_ar_rev_dt	plwikinews
622	2005-02-28	min_rev_dt	oswiki
623	2005-04-25	min_ar_rev_dt	skwikisource
624	2005-05-21	min_ar_rev_dt	srwikinews
625	2005-06-22	min_rev_dt	fiu_vrowiki
626	2005-06-22	min_rev_dt	pamwiki
627	2005-06-22	least_rev	cebwiki
628	2005-07-06	min_rev_dt	kshwiki
629	2005-07-14	min_rev_dt	jawikinews
630	2005-09-25	min_rev_dt	napwiki
631	2005-09-25	min_rev_dt	ladwiki
632	2005-09-25	min_rev_dt	warwiki
633	2005-09-26	min_ar_rev_dt	arwikinews
634	2005-10-07	least_rev	ilowiki
635	2005-10-24	least_rev	bugwiki
636	2005-10-24	least_rev	pihwiki
637	2005-10-24	min_rev_dt	udmwiki
638	2005-11-06	min_rev_dt	idwikisource
639	2005-12-12	min_rev_dt	thwikinews
640	2005-12-29	min_rev_dt	iswikisource
641	2006-01-05	min_rev_dt	trwikisource
642	2006-01-11	min_rev_dt	nowikinews
643	2006-03-14	min_rev_dt	zhwikinews
644	2006-03-24	min_ar_rev_dt	nrmwiki
645	2006-03-24	min_ar_rev_dt	lijwiki
646	2006-03-24	least_rev	nds_nlwiki
647	2006-03-24	least_rev	papwiki
648	2006-03-24	least_rev	map_bmswiki
649	2006-03-24	min_rev_dt	xalwiki
650	2006-03-24	min_ar_rev_dt	pdcwiki
651	2006-03-24	min_rev_dt	vlswiki
652	2006-03-24	least_rev	rmywiki
653	2006-03-24	min_rev_dt	frpwiki
654	2006-03-24	min_ar_rev_dt	bat_smgwiki
655	2006-03-25	min_rev_dt	yiwikisource
656	2006-03-26	min_rev_dt	pmswiki
657	2006-06-02	min_rev_dt	thwikisource
658	2006-06-02	least_rev	bgwikisource
659	2006-06-02	min_rev_dt	bswikisource
660	2006-06-02	least_rev	ltwikisource
661	2006-06-02	min_rev_dt	zh_min_nanwikisource
662	2006-06-02	min_rev_dt	slwikisource
663	2006-06-02	min_rev_dt	fowikisource
664	2006-06-02	min_rev_dt	azwikisource
665	2006-06-02	min_rev_dt	htwikisource
666	2006-06-02	min_rev_dt	huwikisource
667	2006-06-02	min_rev_dt	angwikisource
668	2006-09-13	min_ar_rev_dt	sdwikinews
669	2006-09-30	site_creation_log	novwiki
670	2006-09-30	site_creation_log	mznwiki
671	2006-09-30	site_creation_log	hsbwiki
672	2006-09-30	site_creation_log	emlwiki
673	2006-09-30	site_creation_log	diqwiki
674	2006-09-30	site_creation_log	cuwiki
675	2006-09-30	site_creation_log	cbk_zamwiki
676	2006-09-30	site_creation_log	cdowiki
677	2006-09-30	site_creation_log	barwiki
678	2006-09-30	site_creation_log	bpywiki
679	2006-09-30	leart_ar_rev	glkwiki
680	2006-09-30	site_creation_log	roa_tarawiki
681	2006-09-30	site_creation_log	wuuwiki
682	2006-09-30	site_creation_log	zeawiki
683	2006-09-30	site_creation_log	zh_classicalwiki
684	2006-09-30	site_creation_log	newwiki
685	2006-09-30	min_rev_dt	lbewiki
686	2006-09-30	site_creation_log	bxrwiki
687	2006-09-30	site_creation_log	pagwiki
688	2006-10-16	least_rev	tgwikibooks
689	2006-10-16	min_rev_dt	bswikinews
690	2006-10-16	min_rev_dt	mkwikisource
691	2006-12-01	min_rev_dt	tawikinews
692	2007-03-27	site_creation_log	bewiki
693	2007-05-06	site_creation_log	kabwiki
694	2007-05-08	site_creation_log	tawikisource
695	2007-05-25	site_creation_log	itwikiversity
696	2007-05-27	site_creation_log	hakwiki
697	2007-09-25	site_creation_log	bnwikisource
698	2007-09-25	site_creation_log	hsbwiktionary
699	2007-11-24	site_creation_log	bclwiki
700	2007-11-24	site_creation_log	brwikiquote
701	2007-11-24	site_creation_log	liwikiquote
702	2007-11-24	site_creation_log	hywikisource
703	2007-11-24	site_creation_log	fiwikinews
704	2008-01-12	site_creation_log	elwikiversity
705	2008-01-12	site_creation_log	stqwiki
706	2008-01-12	site_creation_log	crhwiki
707	2008-01-12	site_creation_log	dsbwiki
708	2008-05-26	site_creation_log	ptwikiversity
709	2008-05-26	site_creation_log	jawikiversity
710	2008-05-26	site_creation_log	cswikiversity
711	2008-05-26	site_creation_log	liwikisource
712	2008-05-26	site_creation_log	srnwiki
713	2008-05-26	site_creation_log	sahwiki
714	2008-05-26	site_creation_log	myvwiki
715	2008-05-26	site_creation_log	szlwiki
716	2008-05-26	site_creation_log	kaawiki
717	2008-05-26	site_creation_log	hifwiki
718	2008-05-26	site_creation_log	ganwiki
719	2008-05-26	site_creation_log	extwiki
720	2008-05-26	site_creation_log	huwikinews
721	2008-05-26	site_creation_log	cswikinews
722	2008-05-26	site_creation_log	mdfwiki
723	2008-11-24	site_creation_log	arzwiki
724	2009-03-05	site_creation_log	pntwiki
725	2009-04-06	site_creation_log	fiwikiversity
726	2009-07-09	site_creation_log	mhrwiki
727	2009-08-12	site_creation_log	trwikinews
728	2009-08-12	site_creation_log	acewiki
729	2009-08-12	site_creation_log	pnbwiki
730	2009-08-12	site_creation_log	ckbwiki
731	2009-08-12	site_creation_log	mwlwiki
732	2009-11-12	site_creation_log	ruwikiversity
733	2009-12-24	site_creation_log	pcdwiki
734	2010-03-19	site_creation_log	krcwiki
735	2010-08-20	mail_notification	kowikinews
736	2010-08-24	mail_notification	frrwiki
737	2010-10-17	mail_notification	bjnwiki
738	2010-10-17	mail_notification	fawikinews
739	2010-10-17	mail_notification	koiwiki
740	2010-10-17	mail_notification	mrjwiki
741	2010-11-14	mail_notification	gagwiki
742	2010-11-14	mail_notification	vecwikisource
743	2010-11-14	mail_notification	brwikisource
744	2010-11-14	mail_notification	svwikiversity
745	2010-11-14	mail_notification	eowikinews
746	2010-11-14	mail_notification	pflwiki
747	2010-11-14	mail_notification	liwikibooks
748	2011-01-23	mail_notification	ruewiki
749	2011-03-20	mail_notification	sqwikinews
750	2011-03-20	mail_notification	kbdwiki
751	2011-03-20	mail_notification	sahwikisource
752	2011-03-20	mail_notification	sawikisource
753	2011-03-20	mail_notification	ltgwiki
754	2011-03-20	mail_notification	eowikisource
755	2011-04-09	mail_notification	elwikinews
756	2011-07-12	mail_notification	arwikiversity
757	2011-07-12	mail_notification	xmfwiki
758	2011-09-28	site_creation_log	orwiktionary
759	2011-10-29	site_creation_log	nsowiki
760	2012-02-02	mail_notification	vepwiki
761	2012-02-02	mail_notification	mrwikisource
762	2012-02-02	mail_notification	pnbwiktionary
763	2012-03-28	mail_notification	slwikiversity
764	2012-03-28	mail_notification	bewikisource
765	2012-03-28	mail_notification	lezwiki
766	2012-03-28	mail_notification	guwikisource
767	2012-10-26	mail_notification	wikidatawiki
768	2012-11-06	mail_notification	enwikivoyage
769	2012-11-07	mail_notification	dewikivoyage
770	2012-11-07	mail_notification	ruwikivoyage
771	2012-11-07	mail_notification	nlwikivoyage
772	2012-11-07	mail_notification	svwikivoyage
773	2012-11-07	mail_notification	frwikivoyage
774	2012-11-07	mail_notification	itwikivoyage
775	2013-01-03	git_db_creation	ptwikivoyage
776	2013-01-03	git_db_creation	eswikivoyage
777	2013-01-03	git_db_creation	aswikisource
778	2013-02-06	git_db_creation	kowikiversity
779	2013-02-06	git_db_creation	minwiki
780	2013-02-06	git_db_creation	plwikivoyage
781	2013-02-06	git_db_creation	rowikivoyage
782	2013-02-06	git_db_creation	sawikiquote
783	2013-03-27	git_db_creation	hewikivoyage
784	2013-03-27	git_db_creation	ukwikivoyage
785	2013-05-16	git_db_creation	elwikivoyage
786	2013-05-16	git_db_creation	vecwiktionary
787	2013-07-05	git_db_creation	tyvwiki
788	2013-08-11	git_db_creation	tywiki
789	2013-08-11	git_db_creation	viwikivoyage
790	2013-12-31	git_db_creation	zhwikivoyage
791	2014-09-28	git_db_creation	fawikivoyage
792	2014-10-19	git_db_creation	orwikisource
793	2014-10-29	git_db_creation	maiwiki
794	2015-04-24	git_db_creation	gomwiki
795	2015-06-10	git_db_creation	lrcwiki
796	2016-02-02	git_db_creation	adywiki
797	2016-04-29	git_db_creation	jamwiki
798	2016-07-21	git_db_creation	tcywiki
799	2016-09-26	git_db_creation	olowiki
800	2016-11-27	git_db_creation	fiwikivoyage
801	2017-04-09	git_db_creation	dtywiki
802	2017-04-13	git_db_creation	pawikisource
803	2017-06-14	git_db_creation	atjwiki
804	2017-06-22	git_db_creation	kbpwiki
805	2017-06-29	git_db_creation	dinwiki
806	2017-07-31	git_db_creation	hiwikiversity
807	2017-08-10	git_db_creation	hiwikivoyage
808	2017-08-20	git_db_creation	hifwiktionary
809	2017-08-29	git_db_creation	hiwikiquote
810	2017-08-29	git_db_creation	azbwiki
811	2017-12-26	git_db_creation	lfnwiki
812	2018-01-07	git_db_creation	inhwiki
813	2018-03-07	git_db_creation	gorwiki
814	2018-03-13	git_db_creation	euwikisource
815	2018-04-27	git_db_creation	be_x_oldwiki
816	2018-04-27	git_db_creation	zh_yuewiki
817	2018-05-18	git_db_creation	pmswikisource
818	2018-06-04	git_db_creation	pswikivoyage
819	2018-06-04	git_db_creation	sahwikiquote
820	2018-06-05	git_db_creation	bnwikivoyage
821	2018-06-28	git_db_creation	satwiki
822	2018-07-14	git_db_creation	zhwikiversity
823	2018-09-28	git_db_creation	yuewiktionary
824	2018-09-28	git_db_creation	liwikinews
825	2018-12-11	git_db_creation	napwikisource
826	2019-02-07	git_db_creation	shnwiki
827	2019-03-22	git_db_creation	hiwikisource
828	2019-03-30	git_db_creation	hywwiki
829	2019-09-25	git_db_creation	nqowiki
830	2019-10-08	git_db_creation	banwiki
831	2019-10-17	git_db_creation	mnwwiki
832	2019-11-05	git_db_creation	szywiki
833	2019-11-20	git_db_creation	shywiktionary
834	2019-11-20	git_db_creation	gcrwiki
835	2019-11-20	git_db_creation	minwiktionary
836	2020-04-20	git_db_creation	gomwiktionary
837	2020-05-01	git_db_creation	awawiki
838	2020-05-18	git_db_creation	shnwiktionary
839	2020-07-10	git_db_creation	lijwikisource
840	2020-07-12	git_db_creation	arywiki
841	2020-07-15	git_db_creation	avkwiki
842	2020-08-02	git_db_creation	lldwiki
843	2020-08-27	git_db_creation	jawikivoyage
844	2020-10-18	git_db_creation	smnwiki
845	2020-11-25	git_db_creation	skrwiktionary
846	2020-11-25	git_db_creation	skrwiki
847	2020-12-07	git_db_creation	eowikivoyage
848	2020-12-07	git_db_creation	wawikisource
849	2020-12-15	git_db_creation	madwiki
850	2021-01-11	git_db_creation	bclwiktionary
851	2021-01-11	git_db_creation	niawiktionary
852	2021-01-11	git_db_creation	niawiki
853	2021-01-11	git_db_creation	diqwiktionary
854	2021-01-19	git_db_creation	trwikivoyage
855	2021-02-22	git_db_creation	mniwiktionary
856	2021-02-22	git_db_creation	mniwiki
857	2021-02-22	git_db_creation	altwiki
858	2021-03-15	git_db_creation	trvwiki
859	2021-03-15	git_db_creation	taywiki
860	2021-03-16	git_db_creation	mnwwiktionary
861	2021-06-30	git_db_creation	dagwiki
862	2021-06-30	git_db_creation	banwikisource
863	2021-06-30	git_db_creation	shiwiki
864	2021-08-04	git_db_creation	jvwikisource
865	2021-10-23	git_db_creation	amiwiki
866	2021-10-23	git_db_creation	lmowiktionary
867	2021-10-23	git_db_creation	pwnwiki
868	2022-03-17	git_db_creation	guwwiki
869	2022-03-17	git_db_creation	shnwikivoyage
870	2022-05-12	git_db_creation	kcgwiki
871	2022-07-19	git_db_creation	blkwiki
872	2022-07-19	git_db_creation	pcmwiki
873	2022-07-19	git_db_creation	guwwiktionary
874	2022-07-19	git_db_creation	bjnwiktionary
875	2022-10-10	git_db_creation	igwiktionary
876	2022-10-10	git_db_creation	bnwikiquote
877	2022-10-10	git_db_creation	igwikiquote
878	2022-10-10	git_db_creation	tlwikiquote
879	2022-10-10	git_db_creation	bclwikiquote
880	2023-01-04	git_db_creation	guwwikiquote
881	2023-01-04	git_db_creation	gorwiktionary
882	2023-01-04	git_db_creation	shnwikibooks
883	2023-01-04	git_db_creation	aswikiquote
884	2023-02-27	git_db_creation	gurwiki
885	2023-02-27	git_db_creation	gucwiki
886	2023-03-22	git_db_creation	anpwiki
887	2023-03-29	git_db_creation	ckbwiktionary
888	2023-04-10	git_db_creation	guwwikinews
889	2023-04-20	git_db_creation	fatwiki
890	2023-04-20	git_db_creation	kcgwiktionary
891	2023-04-20	git_db_creation	kbdwiktionary
